SamplingOperations_code,CodeSite_SamplingOperations_x,Date_SamplingOperation,IBD,IBD_EQR,IBD_EQR_Status,Longitude_Lambert93,Latitude_Lambert93,Watershed,HERlvl1Name,Streamsize
S05095305_20130823,S05095305,2013-08-23,16.7,0.8357142857142856,Good,652092.0,6397000.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05095305_20140722,S05095305,2014-07-22,13.1,0.5785714285714285,Moderate,652092.0,6397000.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05095305_20150907,S05095305,2015-09-07,19.1,1.0,High,652092.0,6397000.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05095305_20160727,S05095305,2016-07-27,15.7,0.7642857142857142,Moderate,652092.0,6397000.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05095305_20170906,S05095305,2017-09-06,16.2,0.7999999999999999,Good,652092.0,6397000.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05095305_20180928,S05095305,2018-09-28,17.9,0.9214285714285714,Good,652092.0,6397000.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05095305_20190627,S05095305,2019-06-27,17.2,0.8714285714285713,Good,652092.0,6397000.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05095305_20200819,S05095305,2020-08-19,16.9,0.8499999999999999,Good,652092.0,6397000.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05095305_20210603,S05095305,2021-06-03,18.1,0.9357142857142858,Good,652092.0,6397000.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05095305_20220906,S05095305,2022-09-06,17.7,0.9071428571428573,Good,652092.0,6397000.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05095980_20130822,S05095980,2013-08-22,16.0,0.7857142857142857,Good,659784.0,6392740.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05095980_20140723,S05095980,2014-07-23,13.7,0.6214285714285713,Moderate,659784.0,6392740.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05095980_20150908,S05095980,2015-09-08,13.1,0.5785714285714285,Moderate,659784.0,6392740.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05095980_20160727,S05095980,2016-07-27,16.1,0.7928571428571429,Good,659784.0,6392740.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05095980_20170927,S05095980,2017-09-27,15.0,0.7142857142857143,Moderate,659784.0,6392740.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05095980_20180926,S05095980,2018-09-26,14.2,0.6571428571428571,Moderate,659784.0,6392740.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05095980_20190626,S05095980,2019-06-26,14.35,0.6678571428571429,Moderate,659784.0,6392740.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05095980_20200819,S05095980,2020-08-19,14.5,0.6785714285714286,Moderate,659784.0,6392740.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05095980_20210603,S05095980,2021-06-03,15.0,0.7142857142857143,Moderate,659784.0,6392740.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05095980_20220705,S05095980,2022-07-05,15.5,0.75,Moderate,659784.0,6392740.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05095985_20130822,S05095985,2013-08-22,15.8,0.7714285714285715,Moderate,661226.0,6390330.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05095985_20140723,S05095985,2014-07-23,14.0,0.6428571428571429,Moderate,661226.0,6390330.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05095985_20150907,S05095985,2015-09-07,14.8,0.7000000000000001,Moderate,661226.0,6390330.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05095985_20160727,S05095985,2016-07-27,15.8,0.7714285714285715,Moderate,661226.0,6390330.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05095985_20170927,S05095985,2017-09-27,15.6,0.7571428571428571,Moderate,661226.0,6390330.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05095985_20180926,S05095985,2018-09-26,15.0,0.7142857142857143,Moderate,661226.0,6390330.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05095985_20190626,S05095985,2019-06-26,17.2,0.8714285714285713,Good,661226.0,6390330.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05095985_20200819,S05095985,2020-08-19,16.3,0.8071428571428572,Good,661226.0,6390330.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05095985_20210603,S05095985,2021-06-03,15.7,0.7642857142857142,Moderate,661226.0,6390330.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05095985_20220706,S05095985,2022-07-06,14.7,0.6928571428571428,Moderate,661226.0,6390330.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05095995_20160810,S05095995,2016-08-10,18.1,0.9357142857142858,Good,664918.0,6393530.0,Adour-Garonne,MASSIF CENTRAL SUD,G
S05095995_20170911,S05095995,2017-09-11,16.1,0.7928571428571429,Good,664918.0,6393530.0,Adour-Garonne,MASSIF CENTRAL SUD,G
S05095995_20180926,S05095995,2018-09-26,14.1,0.65,Moderate,664918.0,6393530.0,Adour-Garonne,MASSIF CENTRAL SUD,G
S05095995_20190628,S05095995,2019-06-28,14.866666666666665,0.7047619047619047,Moderate,664918.0,6393530.0,Adour-Garonne,MASSIF CENTRAL SUD,G
S05095995_20210623,S05095995,2021-06-23,15.633333333333333,0.7595238095238095,Moderate,664918.0,6393530.0,Adour-Garonne,MASSIF CENTRAL SUD,G
S05095995_20220920,S05095995,2022-09-20,16.4,0.8142857142857142,Good,664918.0,6393530.0,Adour-Garonne,MASSIF CENTRAL SUD,G
S05096000_20070815,S05096000,2007-08-15,18.6,0.9714285714285716,High,665688.0,6394620.0,Adour-Garonne,MASSIF CENTRAL SUD,M
S05096000_20080805,S05096000,2008-08-05,16.3,0.8071428571428572,Good,665688.0,6394620.0,Adour-Garonne,MASSIF CENTRAL SUD,M
S05096000_20090701,S05096000,2009-07-01,17.1,0.8642857142857144,Good,665688.0,6394620.0,Adour-Garonne,MASSIF CENTRAL SUD,M
S05096000_20100720,S05096000,2010-07-20,18.1,0.9357142857142858,Good,665688.0,6394620.0,Adour-Garonne,MASSIF CENTRAL SUD,M
S05096000_20110719,S05096000,2011-07-19,19.4,1.0,High,665688.0,6394620.0,Adour-Garonne,MASSIF CENTRAL SUD,M
S05096000_20121002,S05096000,2012-10-02,18.5,0.9642857142857144,High,665688.0,6394620.0,Adour-Garonne,MASSIF CENTRAL SUD,M
S05096000_20130821,S05096000,2013-08-21,17.6,0.9000000000000001,Good,665688.0,6394620.0,Adour-Garonne,MASSIF CENTRAL SUD,M
S05096000_20140725,S05096000,2014-07-25,15.1,0.7214285714285714,Moderate,665688.0,6394620.0,Adour-Garonne,MASSIF CENTRAL SUD,M
S05096000_20150909,S05096000,2015-09-09,17.5,0.8928571428571429,Good,665688.0,6394620.0,Adour-Garonne,MASSIF CENTRAL SUD,M
S05096000_20160810,S05096000,2016-08-10,17.3,0.8785714285714287,Good,665688.0,6394620.0,Adour-Garonne,MASSIF CENTRAL SUD,M
S05096000_20170911,S05096000,2017-09-11,16.1,0.7928571428571429,Good,665688.0,6394620.0,Adour-Garonne,MASSIF CENTRAL SUD,M
S05096000_20180926,S05096000,2018-09-26,18.4,0.9571428571428572,High,665688.0,6394620.0,Adour-Garonne,MASSIF CENTRAL SUD,M
S05096000_20190626,S05096000,2019-06-26,18.5,0.9642857142857144,High,665688.0,6394620.0,Adour-Garonne,MASSIF CENTRAL SUD,M
S05096000_20210624,S05096000,2021-06-24,16.6,0.8285714285714286,Good,665688.0,6394620.0,Adour-Garonne,MASSIF CENTRAL SUD,M
S05096000_20220921,S05096000,2022-09-21,18.1,0.9357142857142858,Good,665688.0,6394620.0,Adour-Garonne,MASSIF CENTRAL SUD,M
S05096010_20130821,S05096010,2013-08-21,15.4,0.7428571428571429,Moderate,666894.0,6397840.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096010_20140724,S05096010,2014-07-24,17.3,0.8785714285714287,Good,666894.0,6397840.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096010_20150910,S05096010,2015-09-10,16.8,0.8428571428571429,Good,666894.0,6397840.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096010_20160810,S05096010,2016-08-10,15.6,0.7571428571428571,Moderate,666894.0,6397840.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096010_20170911,S05096010,2017-09-11,16.7,0.8357142857142856,Good,666894.0,6397840.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096010_20180927,S05096010,2018-09-27,16.0,0.7857142857142857,Good,666894.0,6397840.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096010_20190626,S05096010,2019-06-26,17.2,0.8714285714285714,Good,666894.0,6397840.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096010_20210929,S05096010,2021-09-29,18.4,0.9571428571428572,High,666894.0,6397840.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096010_20220802,S05096010,2022-08-02,18.2,0.9428571428571428,High,666894.0,6397840.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096030_20130826,S05096030,2013-08-26,17.2,0.8714285714285713,Good,679320.0,6394730.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096030_20140806,S05096030,2014-08-06,18.7,0.9785714285714284,High,679320.0,6394730.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096030_20151001,S05096030,2015-10-01,15.6,0.7571428571428571,Moderate,679320.0,6394730.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096030_20160819,S05096030,2016-08-19,18.1,0.9357142857142858,Good,679320.0,6394730.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096030_20170912,S05096030,2017-09-12,17.6,0.9000000000000001,Good,679320.0,6394730.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096030_20180831,S05096030,2018-08-31,17.1,0.8642857142857144,Good,679320.0,6394730.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096030_20190627,S05096030,2019-06-27,18.8,0.9857142857142858,High,679320.0,6394730.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096030_20200820,S05096030,2020-08-20,17.4,0.8857142857142856,Good,679320.0,6394730.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096030_20210531,S05096030,2021-05-31,19.2,1.0,High,679320.0,6394730.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096030_20220704,S05096030,2022-07-04,17.8,0.9142857142857144,Good,679320.0,6394730.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096050_20070811,S05096050,2007-08-11,16.6,0.8285714285714286,Good,687154.0,6398550.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096050_20080804,S05096050,2008-08-04,16.6,0.8285714285714286,Good,687154.0,6398550.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096050_20090703,S05096050,2009-07-03,18.0,0.9285714285714286,Good,687154.0,6398550.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096050_20100720,S05096050,2010-07-20,16.6,0.8285714285714286,Good,687154.0,6398550.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096050_20110819,S05096050,2011-08-19,17.3,0.8785714285714287,Good,687154.0,6398550.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096050_20120724,S05096050,2012-07-24,17.2,0.8714285714285713,Good,687154.0,6398550.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096050_20130903,S05096050,2013-09-03,16.5,0.8214285714285714,Good,687154.0,6398550.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096050_20140806,S05096050,2014-08-06,19.9,1.0,High,687154.0,6398550.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096050_20151001,S05096050,2015-10-01,18.1,0.9357142857142858,Good,687154.0,6398550.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096050_20160726,S05096050,2016-07-26,19.2,1.0,High,687154.0,6398550.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096050_20170912,S05096050,2017-09-12,17.2,0.8714285714285713,Good,687154.0,6398550.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096050_20180831,S05096050,2018-08-31,17.0,0.8571428571428571,Good,687154.0,6398550.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096050_20190628,S05096050,2019-06-28,18.7,0.9785714285714284,High,687154.0,6398550.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096050_20200820,S05096050,2020-08-20,16.8,0.8428571428571429,Good,687154.0,6398550.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096050_20210531,S05096050,2021-05-31,20.0,1.0,High,687154.0,6398550.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096050_20220705,S05096050,2022-07-05,18.2,0.9428571428571428,High,687154.0,6398550.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096060_20130821,S05096060,2013-08-21,16.6,0.8285714285714286,Good,665573.0,6401350.0,Adour-Garonne,MASSIF CENTRAL SUD,P
S05096060_20140724,S05096060,2014-07-24,17.35,0.8821428571428572,Good,665573.0,6401350.0,Adour-Garonne,MASSIF CENTRAL SUD,P
S05096060_20150911,S05096060,2015-09-11,18.1,0.9357142857142858,Good,665573.0,6401350.0,Adour-Garonne,MASSIF CENTRAL SUD,P
S05096060_20160810,S05096060,2016-08-10,17.3,0.8785714285714287,Good,665573.0,6401350.0,Adour-Garonne,MASSIF CENTRAL SUD,P
S05096060_20170927,S05096060,2017-09-27,16.4,0.8142857142857142,Good,665573.0,6401350.0,Adour-Garonne,MASSIF CENTRAL SUD,P
S05096060_20180927,S05096060,2018-09-27,17.5,0.8928571428571429,Good,665573.0,6401350.0,Adour-Garonne,MASSIF CENTRAL SUD,P
S05096060_20190627,S05096060,2019-06-27,18.1,0.9357142857142858,Good,665573.0,6401350.0,Adour-Garonne,MASSIF CENTRAL SUD,P
S05096060_20200820,S05096060,2020-08-20,17.4,0.8857142857142856,Good,665573.0,6401350.0,Adour-Garonne,MASSIF CENTRAL SUD,P
S05096060_20210601,S05096060,2021-06-01,19.0,1.0,High,665573.0,6401350.0,Adour-Garonne,MASSIF CENTRAL SUD,P
S05096060_20220704,S05096060,2022-07-04,18.0,0.9285714285714286,Good,665573.0,6401350.0,Adour-Garonne,MASSIF CENTRAL SUD,P
S05096080_20111025,S05096080,2011-10-25,15.6,0.7571428571428571,Moderate,675570.0,6402960.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096080_20120605,S05096080,2012-06-05,15.6,0.7571428571428571,Moderate,675570.0,6402960.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096080_20130821,S05096080,2013-08-21,20.0,1.0,High,675570.0,6402960.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096080_20140827,S05096080,2014-08-27,16.4,0.8142857142857142,Good,675570.0,6402960.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096080_20150930,S05096080,2015-09-30,16.0,0.7857142857142857,Good,675570.0,6402960.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096080_20160809,S05096080,2016-08-09,19.2,1.0,High,675570.0,6402960.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096080_20170911,S05096080,2017-09-11,17.5,0.8928571428571429,Good,675570.0,6402960.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096080_20180831,S05096080,2018-08-31,17.1,0.8642857142857144,Good,675570.0,6402960.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096080_20190627,S05096080,2019-06-27,16.8,0.842857142857143,Good,675570.0,6402960.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096080_20200819,S05096080,2020-08-19,16.5,0.8214285714285714,Good,675570.0,6402960.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096080_20210601,S05096080,2021-06-01,18.2,0.9428571428571428,High,675570.0,6402960.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096080_20220705,S05096080,2022-07-05,16.4,0.8142857142857142,Good,675570.0,6402960.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096085_20130820,S05096085,2013-08-20,18.7,0.9785714285714284,High,675086.0,6407410.0,Adour-Garonne,MASSIF CENTRAL SUD,M
S05096085_20160809,S05096085,2016-08-09,18.7,0.9785714285714284,High,675086.0,6407410.0,Adour-Garonne,MASSIF CENTRAL SUD,M
S05096090_20130903,S05096090,2013-09-03,11.5,0.4642857142857143,Poor,680475.0,6412740.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096090_20140826,S05096090,2014-08-26,15.4,0.7428571428571429,Moderate,680475.0,6412740.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096090_20150930,S05096090,2015-09-30,16.5,0.8214285714285714,Good,680475.0,6412740.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096090_20160809,S05096090,2016-08-09,16.9,0.8499999999999999,Good,680475.0,6412740.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096090_20170928,S05096090,2017-09-28,18.3,0.95,High,680475.0,6412740.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096090_20180731,S05096090,2018-07-31,17.0,0.8571428571428571,Good,680475.0,6412740.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096090_20190626,S05096090,2019-06-26,17.3,0.8785714285714287,Good,680475.0,6412740.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096090_20200821,S05096090,2020-08-21,20.0,1.0,High,680475.0,6412740.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096090_20210915,S05096090,2021-09-15,16.7,0.8357142857142856,Good,680475.0,6412740.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096090_20220704,S05096090,2022-07-04,20.0,1.0,High,680475.0,6412740.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096100_20070815,S05096100,2007-08-15,18.0,0.9285714285714286,Good,674952.0,6414280.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096100_20080729,S05096100,2008-07-29,17.8,0.9142857142857144,Good,674952.0,6414280.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096100_20090821,S05096100,2009-08-21,17.6,0.9000000000000001,Good,674952.0,6414280.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096100_20100724,S05096100,2010-07-24,18.400000000000002,0.9333333333333335,High,674952.0,6414280.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096100_20110726,S05096100,2011-07-26,19.2,0.9666666666666667,High,674952.0,6414280.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096100_20120724,S05096100,2012-07-24,20.0,1.0,High,674952.0,6414280.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096100_20130903,S05096100,2013-09-03,16.7,0.8357142857142856,Good,674952.0,6414280.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096100_20140826,S05096100,2014-08-26,16.9,0.8500000000000001,Good,674952.0,6414280.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096100_20150929,S05096100,2015-09-29,17.1,0.8642857142857144,Good,674952.0,6414280.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096100_20160808,S05096100,2016-08-08,18.9,0.9928571428571428,High,674952.0,6414280.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096100_20170928,S05096100,2017-09-28,16.0,0.7857142857142857,Good,674952.0,6414280.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096100_20180731,S05096100,2018-07-31,20.0,1.0,High,674952.0,6414280.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096100_20190626,S05096100,2019-06-26,20.0,1.0,High,674952.0,6414280.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096100_20200821,S05096100,2020-08-21,17.3,0.8785714285714287,Good,674952.0,6414280.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096100_20210915,S05096100,2021-09-15,20.0,1.0,High,674952.0,6414280.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096100_20220704,S05096100,2022-07-04,18.5,0.9642857142857144,High,674952.0,6414280.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096355_20170621,S05096355,2017-06-21,19.1,1.0,High,682942.0,6427160.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096355_20180705,S05096355,2018-07-05,17.5,0.8928571428571429,Good,682942.0,6427160.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096355_20190711,S05096355,2019-07-11,18.6,0.9714285714285716,High,682942.0,6427160.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096360_20130904,S05096360,2013-09-04,16.1,0.7928571428571429,Good,683974.0,6421820.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096360_20140826,S05096360,2014-08-26,17.1,0.8642857142857144,Good,683974.0,6421820.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096360_20150929,S05096360,2015-09-29,15.1,0.7214285714285714,Moderate,683974.0,6421820.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096360_20160808,S05096360,2016-08-08,16.9,0.8499999999999999,Good,683974.0,6421820.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096360_20170928,S05096360,2017-09-28,17.6,0.8999999999999999,Good,683974.0,6421820.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096360_20180731,S05096360,2018-07-31,18.3,0.95,High,683974.0,6421820.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096360_20190626,S05096360,2019-06-26,16.8,0.8428571428571429,Good,683974.0,6421820.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096360_20200715,S05096360,2020-07-15,17.3,0.8785714285714287,Good,683974.0,6421820.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096360_20210914,S05096360,2021-09-14,17.5,0.8928571428571429,Good,683974.0,6421820.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096360_20220617,S05096360,2022-06-17,17.5,0.8928571428571429,Good,683974.0,6421820.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096365_20170622,S05096365,2017-06-22,20.0,1.0,High,685019.0,6431920.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096365_20180704,S05096365,2018-07-04,19.9,1.0,High,685019.0,6431920.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096365_20190710,S05096365,2019-07-10,20.0,1.0,High,685019.0,6431920.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096370_20151001,S05096370,2015-10-01,15.0,0.7142857142857143,Moderate,687697.0,6422580.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096370_20190717,S05096370,2019-07-17,15.3,0.7357142857142858,Moderate,687697.0,6422580.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096370_20210802,S05096370,2021-08-02,15.8,0.7714285714285715,Moderate,687697.0,6422580.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096400_20080709,S05096400,2008-07-09,18.3,0.95,High,694209.0,6429250.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096400_20090723,S05096400,2009-07-23,15.7,0.7642857142857142,Moderate,694209.0,6429250.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096400_20100728,S05096400,2010-07-28,16.2,0.7999999999999999,Good,694209.0,6429250.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096400_20110901,S05096400,2011-09-01,16.7,0.8357142857142856,Good,694209.0,6429250.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096400_20120802,S05096400,2012-08-02,16.6,0.8285714285714286,Good,694209.0,6429250.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096400_20130904,S05096400,2013-09-04,16.8,0.8428571428571429,Good,694209.0,6429250.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096400_20140724,S05096400,2014-07-24,16.6,0.8285714285714286,Good,694209.0,6429250.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096400_20150729,S05096400,2015-07-29,16.0,0.7857142857142857,Good,694209.0,6429250.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096400_20160808,S05096400,2016-08-08,17.0,0.8571428571428571,Good,694209.0,6429250.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096400_20170912,S05096400,2017-09-12,16.9,0.8499999999999999,Good,694209.0,6429250.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096400_20180731,S05096400,2018-07-31,17.1,0.8642857142857144,Good,694209.0,6429250.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096400_20190625,S05096400,2019-06-25,18.3,0.95,High,694209.0,6429250.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096400_20200715,S05096400,2020-07-15,16.8,0.8428571428571429,Good,694209.0,6429250.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096400_20210721,S05096400,2021-07-21,19.3,1.0,High,694209.0,6429250.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096400_20220615,S05096400,2022-06-15,19.0,1.0,High,694209.0,6429250.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096407_20170622,S05096407,2017-06-22,19.7,1.0,High,687394.0,6436430.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096407_20180704,S05096407,2018-07-04,19.2,1.0,High,687394.0,6436430.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096407_20190710,S05096407,2019-07-10,19.3,1.0,High,687394.0,6436430.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096410_20130828,S05096410,2013-08-28,16.5,0.8214285714285714,Good,697491.0,6413060.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096410_20140825,S05096410,2014-08-25,16.5,0.8214285714285714,Good,697491.0,6413060.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096410_20150728,S05096410,2015-07-28,19.1,1.0,High,697491.0,6413060.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096410_20160725,S05096410,2016-07-25,19.3,1.0,High,697491.0,6413060.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096410_20170928,S05096410,2017-09-28,20.0,1.0,High,697491.0,6413060.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096410_20180801,S05096410,2018-08-01,19.2,1.0,High,697491.0,6413060.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096410_20190626,S05096410,2019-06-26,19.1,1.0,High,697491.0,6413060.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096410_20200714,S05096410,2020-07-14,19.0,1.0,High,697491.0,6413060.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096410_20210726,S05096410,2021-07-26,18.5,0.9642857142857144,High,697491.0,6413060.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096410_20220616,S05096410,2022-06-16,19.9,1.0,High,697491.0,6413060.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096445_20140915,S05096445,2014-09-15,17.0,0.8571428571428571,Good,700454.0,6419040.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096445_20160912,S05096445,2016-09-12,16.25,0.8035714285714286,Good,700454.0,6419040.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096445_20180724,S05096445,2018-07-24,15.5,0.75,Moderate,700454.0,6419040.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096445_20200723,S05096445,2020-07-23,17.5,0.8928571428571429,Good,700454.0,6419040.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
S05096445_20220721,S05096445,2022-07-21,19.7,1.0,High,700454.0,6419040.0,Adour-Garonne,MASSIF CENTRAL SUD,TP
