,s_tilde
Frane03,18.562006128530435
Frane04,19.65832565976953
Frani01,12.69929191720483
Fraol01,17.961222725533847
Fraos01,15.262000675741328
Frapa01,19.822278360912854
Frapa02,15.578018371693487
Frapa03,18.52939334109401
Frape01,19.89370936145947
Frape02,12.083126902580261
Frape03,14.52476485629871
Frape04,19.009078455196047
Frapi01,16.04732814167329
Frapo01,6.266295467053458
Fraps01,13.803155301752769
Fraps02,17.976016676926754
Frapu01,13.641616092361629
Frara01,18.77257524066141
Frare01,16.40354480424537
Frari01,18.491389256245707
Fraro01,14.638112930395634
Fraru01,19.62531549923538
Frasa01,13.411099938940147
Frasa02,18.18237700492462
Frasi01,1.6744585454921208
Frasu01,16.74507458613816
Frasu02,8.516810778809504
Frate01,17.041425395195475
Frate02,2.1020383794496538
Frate03,12.588261153920204
Fratr01,6.4900796045891305
Fraul01,15.300312548696905
Fraul02,9.717406996411967
Fraun01,12.044913670824814
Frave01,18.090333798734047
Fravi01,17.189125492030236
Fravi02,19.63274337420208
Fruad01,18.673947910437843
Fruam01,7.505878076997317
Fruap01,13.012873443428177
Fruau01,17.018565004004444
Fruco01,13.855290090345862
Frucr01,18.604664131072823
Frucu01,4.712438954924456
Frudi01,17.616060701462587
Fruer01,17.15729586157285
Frukr01,6.954239548154917
Fruli01,6.706648396492428
Fruma01,12.044151374179416
Frune01,6.178724529081699
Frune02,2.3466352891770947
Frupa01,18.55594782346647
Frupu01,1.3815468975248684
Fruqu01,16.75710908869589
Frure01,10.948576207981626
Frurh01,18.803957248086704
Frusa01,18.907109859577286
Fruse01,13.054949465760458
Frusp01,4.215935358683093
Fruve01,9.5811467967366
Fruvi01,18.10241674453234
Fruvu01,17.46429827251477
Fruwe01,13.839921480532164
Geiac01,18.021028951595035
Geige01,11.960601344407495
Geihi01,18.527080386032843
Geita01,11.497005417962008
Geren01,12.900558990248594
Glotr01,12.402415033726546
Gomac01,12.168685053525522
Gomac02,14.847810286395049
Gomac03,17.142334956451048
Gomae01,15.620243927816535
Gomaf01,17.51952239994382
Gomag01,11.576952290555283
Gomam01,11.234181929119634
Goman01,8.356419631937074
Goman02,16.220178210858116
Goman03,11.358624604107849
Goman04,16.861799281073296
Goman05,19.05770106362809
Goman06,18.658393938223533
Gomau01,5.804335330136778
Gomau02,18.72570563433308
Gomba01,17.63469775410399
Gombo01,18.934409363468642
Gombo02,11.545546491017648
Gombo03,14.409463782623767
Gombr01,12.853006232451204
Gombr02,14.477336748200113
Gomca01,16.511872912958633
Gomca02,18.53229853817129
Gomca03,7.225901395082474
Gomca04,18.398952132929843
Gomca05,5.624869682099349
Gomcl01,11.48198617852407
Gomcl02,16.43016291025028
Gomcl03,13.152447981668832
Gomco01,11.444147165093991
Gomco02,3.64617341544658
Gomco03,11.551346754520134
Gomco04,12.899273654319732
Gomco05,10.308786803966075
Gomcu01,4.544886860273187
Gomcu02,18.06156458494573
Gomcu03,10.364539021605392
Gomcy01,18.4641286615237
Gomda01,12.0101634430049
Gomde01,11.186811561128321
Gomde02,18.705498062321297
Gomdi01,9.779311909587415
Gomdr01,18.417394814687825
Gomel01,19.9992622138258
Gomen01,8.304744749983392
Gomer01,18.22498599301997
Gomer02,18.464769397872452
Gomex01,19.99591787796624
Gomex02,8.346297745345277
Gomfo01,15.147697962444536
Gomfr01,10.878262569319446
Gomgr01,17.133371972075768
Gomgr02,10.447541390662522
Gomgr03,11.469181403057158
Gomgr04,16.72721342625998
Gomha01,13.269433751987151
Gomhe01,15.89360065775334
Gomho01,12.896297807779229
Gomho02,4.624421726849174
Gomin01,14.670947311859411
Gomin02,9.601018331828845
Gomin03,16.586024963764196
Gomin04,1.0163017580856868
Gomin05,18.63319499856279
Gomin06,19.978709541521162
Gomit01,11.218321265497373
Gomja01,18.78988860594636
Gomje01,18.104786318508705
Gomko01,17.24173573151017
Gomla01,10.811221317535573
Gomla02,15.980805525172057
Gomla03,12.162642571335299
Gomla04,17.648629888084596
Gomla05,19.18183688468894
Gomla06,15.468286482396797
Gomli01,7.402957026401608
Gomli02,1.6894311172269927
Gomli03,1.1522381826013237
Gomli04,14.904221813653301
Gomli05,1.1950930980216923
Gomlo01,12.017534742367108
Gomlo02,7.820088836988951
Gomma01,1.5886134975651258
Gomme01,6.392336302075963
Gommi01,18.816371359213875
Gommi02,19.44212551245918
Gommi03,17.41401418284065
Gommi04,13.81874034720396
Gommi05,17.980213230472422
Gomna01,17.280263208420457
Gomoa01,2.0246157666105837
Gomob01,8.036093778216824
Gomob02,11.426407613593966
Gomoc01,16.39597686778686
Gomoh01,6.001830237852877
Gomol01,11.478468684447478
Gomol02,11.623995095532312
Gomol03,17.32304207995204
Gomol04,19.74885502098909
Gomop01,18.465821744885652
Gompa01,15.16176151869863
Gompa02,3.4402475412410296
Gompa03,3.805872665862603
Gompa04,12.331746520718017
Gompa05,6.975185990536429
Gompa06,8.81701297216248
Gompe01,9.818761444205418
Gompl01,8.467602094646734
Gompr01,19.807670349521004
Gompr02,8.014947013413387
Gompr03,17.82603347018429
Gomps01,2.7067935106631693
Gomps02,15.584572132821972
Gomps03,11.755813990534262
Gompu01,10.821304136091891
Gompu02,16.373356533586744
Gompy01,17.190918860758845
Gomrh01,19.987155887731493
Gomro01,14.353806478136761
Gomsa01,15.755795266850111
Gomsi01,11.08981728428489
Gomsp01,1.9429510895505073
Gomsp02,18.619036946047025
Gomst01,12.803557234034464
Gomst02,18.44424788259007
Gomsu01,15.052936110044914
Gomsu02,9.462405828347503
Gomsu03,13.601913996988065
Gomsu04,17.38422801835339
Gomsu05,14.240276077705438
Gomta01,16.909159495880797
Gomta02,7.653505616827908
Gomte01,15.45034504487677
Gomte02,19.86037604341773
Gomtr01,19.872420185425117
Gomtr02,18.81613272043926
Gomtu01,1.4097751417161817
Gomtu02,10.27928330618696
Gomun01,16.798105385102673
Gomut01,7.249076695458197
Gomva01,9.6726247315746
Gomva02,18.86317479207067
Gomva03,14.264504709641898
Gomva04,18.58936400446266
Gomva05,7.160470478202948
Gomve01,11.070153663006154
Gomvi01,17.131564589417657
Gomvi02,15.80788423624972
Gomvi03,14.499798473627264
Gomze01,4.260706657099783
Grama01,10.199682646114715
Grase01,9.290170317378806
Grusi01,8.877390303245786
Gruta01,18.639266584147023
Gyrac01,12.409818957796022
Gyrat01,13.560089334960464
Gyrli01,12.351778537557394
Gyrob01,6.544928302653338
Gyrsc01,6.612440527767463
Halac01,5.810684561970068
Halap01,18.712559887565245
Halbu01,2.0956313198661998
Halco01,8.526437224028388
Halcy01,3.552982833387948
Halho01,2.3411671661169504
Halmo01,7.08952193707643
Halno01,9.159005360252797
Halol01,2.0738518553765393
Halpe01,16.717240257276465
Halsu01,12.341539931365137
Halva01,14.485111782955999
Hanab01,1.456677054210227
Hanam01,7.100013337829621
Hanar01,18.049350076187796
Hanau01,14.772738770685915
Hanca01,9.035958943569785
Hanco01,14.292456348619766
Hanmo01,12.087722143550195
Hanps01,12.142820410773997
Hanre01,15.689940411159975
Hasdu01,5.138051088348414
