SamplingOperations_code,IBD_pred
S02022700_20160826,14.334649371024968
S02022730_20160825,12.861806984059285
S02022760_20100722,13.966056296509256
S02022800_20170705,6.037912049264705
S02023000_20140924,14.267376761648269
S02023000_20160825,14.076699350384859
S02023750_20200702,13.669023279129162
S02024000_20090803,10.50174287218509
S02024000_20160720,16.305071227772064
S02024000_20190829,13.851340603027353
S02025100_20080806,11.721719541607948
S02025100_20200520,8.360746911983089
S02025125_20180726,16.643909158400163
S02025150_20090803,12.377124028268044
S02025500_20090804,12.738264286365823
S02025500_20160825,13.340269204978203
S02025500_20170706,13.742612243654454
S02025700_20160825,20.28601393747091
S02026250_20170706,16.55910057579716
S02026250_20200701,19.83597972970007
S02026500_20160823,15.32121760066676
S02026500_20200703,15.577336873013216
S02027000_20160831,14.358803380536118
S02028000_20130821,18.545614918905653
S02028000_20160824,17.441786909772958
S02028500_20160823,14.015568285265864
S02028500_20180803,13.3900159427533
S02029000_20120718,14.632568288116865
S02029000_20160830,12.914163747569207
S02029000_20180802,11.553438703044772
S02029160_20130821,19.59192686648118
S02029160_20160824,16.622793572139994
S02030200_20160822,13.915356222303604
S02030350_20100727,13.093004318482063
S02030350_20180801,13.782066647814721
S02030500_20080807,13.769151741899844
S02030500_20090804,14.027730997598995
S02030500_20160830,11.702788649562054
S02030500_20210811,14.221525662727986
S02031400_20160901,14.756090994873931
S02031650_20160901,14.969441908382423
S02031650_20180731,16.213542782620223
S02031650_20190808,18.27434719335336
S02032000_20070807,14.022323289465746
S02032000_20090805,13.067904137904682
S02032000_20130821,14.117699274177491
S02032800_20160825,13.817488855058308
S02035000_20090805,14.220643995006952
S02035000_20170707,7.263941626986178
S02036000_20080807,10.580997110581668
S02036000_20160826,12.861813168562186
S02036250_20160825,13.339403229170987
S02036250_20170816,14.479208738510668
S02036265_20090805,10.96444643143613
S02037000_20160830,14.057144431007838
S02037500_20120718,12.851538125242566
S02037500_20160824,14.757313799577245
S02037500_20210806,10.487326090998943
S02038000_20090803,14.237632759825509
S02038000_20100906,13.800145341585093
S02038000_20160823,13.59100310348683
S02041000_20090805,10.680762404986197
S02041000_20160817,11.858007062699828
S02041230_20150822,14.42987028927362
S02041500_20170818,13.168046311620358
S02041575_20160824,14.54791653945088
S02041650_20130822,15.21923415861907
S02041650_20160824,15.229963576873233
S02041750_20070804,11.831165425611783
S02041750_20160824,11.962034407742923
S02041950_20100921,12.60280645388464
S02041950_20160817,12.658061119828028
S02042000_20160817,13.95098601415358
S02042000_20170818,12.4040283331999
