SamplingOperations_code,P(High),P(Good),P(Moderate),P(Bad),P(Poor),y_hat,confidence,entropy,n_votes
S04021000_20220901,1.0033477510146938e-08,7.955315783166633e-08,0.9999998585289744,2.4405918633074513e-10,5.1640330980849506e-08,Moderate,0.9999984475469177,2.498576847994046e-06,10
S04022050_20140717,1.207911277277714e-07,0.0004447607265645974,0.9995550789909231,1.238448109521245e-09,3.82529365375931e-08,Moderate,0.9975891728464478,0.0038800766212525187,10
S04022050_20180712,6.17367479494193e-10,4.894966125819369e-09,0.99999999401749,6.32974956225776e-12,4.63846615136014e-10,Moderate,0.9999999236556099,1.2287155589961476e-07,10
S04022150_20140624,4.119626412003212e-10,0.9999999994226734,1.4626114393805646e-10,1.0563658158395497e-12,1.804647047519361e-11,Good,0.9999999917563663,1.3267616526549864e-08,10
S04022150_20140704,0.9999999995204798,3.312399280818622e-10,1.3115093458688107e-10,9.472328759555207e-13,1.6182093241514465e-11,High,0.9999999930883384,1.1123890262713104e-08,10
S04022150_20150608,0.9999999995204798,3.312399280818622e-10,1.3115093458688107e-10,9.472328759555207e-13,1.6182093241514465e-11,High,0.9999999930883384,1.1123890262713104e-08,10
S04022180_20150624,0.013675137851087971,0.9863172006245471,7.4351391495818945e-06,1.2518853177558961e-08,2.1386636226253763e-07,Good,0.9550301556020119,0.07237617249038436,10
S04022210_20150608,0.9999999811023824,1.6485722663609786e-08,2.2494046220657024e-09,8.985534733470457e-12,1.5350476590585897e-10,High,0.9999997745651977,3.6282331749864584e-07,10
S04023000_20140702,6.17367479494193e-10,4.894966125819369e-09,0.99999999401749,6.32974956225776e-12,4.63846615136014e-10,Moderate,0.9999999236556099,1.2287155589961476e-07,10
S04023000_20170919,6.17367479494193e-10,4.894966125819369e-09,0.99999999401749,6.32974956225776e-12,4.63846615136014e-10,Moderate,0.9999999236556099,1.2287155589961476e-07,10
S04023130_20150603,7.088199484900512e-06,5.62007192216618e-05,0.9345067285735679,7.267394068683943e-08,0.06542990983378463,Moderate,0.8494206486780725,0.2423481168472439,10
