SamplingOperations_code,P(High),P(Good),P(Moderate),P(Bad),P(Poor),y_hat,confidence,entropy,n_votes
S06180860_20120817,3.625934641517605e-23,4.776558907898964e-11,0.9999919035317695,2.326987296381325e-15,8.096420462724039e-06,Moderate,0.9999359895928931,0.00010302077598821922,10
S06180860_20220720,1.0738694940372778e-15,3.047694801448333e-07,0.9921778419062439,1.197045614969664e-07,0.007821733619713342,Moderate,0.971580130972547,0.045740014679194474,10
S06180900_20200624,2.3047255407906575e-14,0.010917508428219619,0.9890824808681955,2.7522342909944305e-11,1.067603929225341e-08,Moderate,0.9626102273020375,0.06017651771739433,10
S06181150_20160705,2.0360810325237645e-22,5.104378080081346e-12,0.9955374034744183,8.603978369406904e-13,0.004462596519617048,Moderate,0.9822271452815372,0.02860430619607729,10
S06181150_20190802,6.938419638068355e-24,1.9050581255704188e-20,4.017818017975188e-10,9.64936182767573e-08,0.9999999031046,Poor,0.999998965862066,1.6643807975324617e-06,10
S06181210_20121012,9.913492550205068e-05,0.9999008239833697,4.108549836105915e-08,5.629643201458522e-12,1.9038321603047962e-16,Good,0.9993700920309978,0.0010137977666565112,10
S06181210_20160630,0.9475151777809547,0.052484822200794375,1.9712505954821237e-12,1.627965479003397e-11,7.824389294924365e-19,High,0.8721493685299481,0.2057676534165419,10
S06181945_20180830,0.9999999999999822,1.744030848433842e-14,5.056764875115823e-25,3.140879503130816e-16,7.042270099611661e-23,High,0.9999999999313165,1.1054184803210819e-10,10
S06181950_20150702,0.9999999999999822,1.744030848433842e-14,5.056764875115823e-25,3.140879503130816e-16,7.042270099611661e-23,High,0.9999999999313165,1.1054184803210819e-10,10
S06181990_20210727,0.06913993261748179,0.9308600670954877,2.765689758139674e-10,1.0461458609112754e-11,2.7241246128640434e-18,Good,0.843791101565012,0.25140852340083747,10
S06182000_20150720,0.9999999905356426,9.464077832960917e-09,1.7838511338464665e-20,2.7962902333737397e-13,7.523022969876481e-20,High,0.9999998854237848,1.8440330462011264e-07,10
S06182050_20170726,0.000544264027473226,0.9994557347341277,1.2256222120357863e-09,1.2775955686889882e-11,6.992036542395437e-16,Good,0.9971201918204582,0.004634872464692441,10
S06182050_20210621,2.5698882665288046e-10,0.9999999967651327,2.977874521621985e-09,3.6933540609504275e-15,7.625715566677058e-20,Good,0.9999999581054028,6.74267531014568e-08,10
S06182062_20220622,0.9999448050039262,5.51949951236817e-05,1.7774756793660637e-15,9.483410076831051e-13,2.6207044399857145e-19,High,0.9996294603768388,0.0005963605175747069,10
S06182062_20230718,2.5698882665288046e-10,0.9999999967651327,2.977874521621985e-09,3.6933540609504275e-15,7.625715566677058e-20,Good,0.9999999581054028,6.74267531014568e-08,10
S06182460_20130902,0.9999999999988509,1.1483635268790653e-12,1.3218273010365709e-24,5.7611801856715e-16,1.2917757947113208e-22,High,0.9999999999281651,1.1561373882936141e-10,10
S06182600_20210910,5.422857208295306e-09,0.999998568862561,1.4257142543086872e-06,3.267397572982794e-13,4.206710673212157e-16,Good,0.9999871223916632,2.0725711078715836e-05,10
S06183800_20080722,8.302166084477971e-11,0.9635139385521863,0.03648606125337741,3.631231265473456e-11,7.510242956321104e-11,Good,0.902692011264674,0.15661116625334395,10
S06183850_20080709,9.42969055462623e-23,2.4164382862891785e-21,1.0607387670537899e-12,0.004050818752902025,0.9959491812460372,Poor,0.983622915687198,0.02635790038815333,10
S06183900_20080722,7.370088317580886e-05,0.9999262912106882,7.905870176769474e-09,2.6580855349942345e-13,1.1919905585832915e-18,Good,0.9995183697030122,0.0007751540597490478,10
S06183900_20130902,2.7990900792359425e-11,0.9999999953447256,4.62728269345103e-09,7.473057168572964e-16,1.5168116551125448e-19,Good,0.999999941473826,9.419424327792558e-08,10
S06185500_20080702,7.4062421224469295e-09,0.9999999818089172,1.0784825161560974e-08,1.5536154392894465e-14,1.4272766729060823e-18,Good,0.9999997795832011,3.547471527251595e-07,10
S06185500_20210630,2.029340422863267e-19,3.0037002328491707e-07,0.9999993460090639,3.114516301015033e-13,3.536206011447675e-07,Moderate,0.9999935268537945,1.0418126915831517e-05,10
