region,SamplingOperations_code,y_true,oof_pred,yhat_te,y_filled,proba_Bad,proba_Good,proba_High,proba_Moderate,proba_Poor
1,S06166990_20140707,,,High,High,0.0003321902650271041,0.0016978607142987291,0.9969493392773964,0.0007347030653519981,0.00028590667792578034
1,S06166990_20220822,,,Good,Good,0.007358896525505288,0.6609154325139278,0.07981108106725547,0.22921055491302939,0.02270403498028209
1,S06169880_20100805,,,Good,Good,0.007334353796196436,0.7994775097868276,0.14855903241795504,0.01835415866904085,0.02627494532998006
1,S06169950_20200917,,,High,High,0.00265005543455688,0.09031814673238049,0.9002578593886591,0.004033707698200184,0.0027402307462033163
1,S06170000_20180926,,,Good,Good,0.003718735210416439,0.9125915853983283,0.023588879583929148,0.04619708772723005,0.013903712080096085
1,S06170180_20140813,,,Good,Good,0.0055051922473644535,0.7207312785293333,0.2480038175732964,0.014195981832108883,0.011563729817896983
1,S06172930_20160719,,,High,High,0.0012838263136362264,0.04578438054277215,0.9477548056156643,0.0025213849871683026,0.0026556025407590113
1,S06172930_20170704,,,High,High,0.002251498788193609,0.06040705902011626,0.9279452834297455,0.005158853536977426,0.0042373052249672395
1,S06175400_20171207,,,High,High,0.0005981766104032924,0.0035002184744498924,0.9944438256662933,0.0009637210671857075,0.000494058181667805
1,S06175500_20080708,,,High,High,0.006667358474820448,0.22671404956007946,0.7343536769253739,0.015923612153419548,0.016341302886306603
1,S06175500_20140728,,,Good,Good,0.005961672352948178,0.8164158991093347,0.10866394547934131,0.05265778259009119,0.016300700468284725
1,S06175517_20160901,,,High,High,0.00028703890584756155,0.0009177023038847413,0.9979446233221868,0.0005820977793923221,0.00026853768868854804
1,S06175540_20090629,,,High,High,0.0006058368632896069,0.0029889380260683857,0.9942131694082906,0.001176214201429193,0.0010158415009221518
1,S06175540_20100701,,,High,High,0.0007193425376735456,0.012286577071224915,0.9852649326921052,0.0011182707691897791,0.0006108769298064906
1,S06175540_20130806,,,Good,Good,0.005603484362002644,0.7465109253421316,0.19493322137954297,0.0473897942955273,0.005562574620795447
1,S06175540_20140730,,,High,High,0.004272380877579783,0.17296272653172087,0.8076273266829851,0.010871949691708733,0.004265616216005514
1,S06175540_20150728,,,High,High,0.0005198547672497252,0.0042378962477914025,0.9938184503254195,0.0009315786192708343,0.0004922200402684971
1,S06175600_20170904,,,High,High,0.0011000429165885282,0.00835775930143977,0.9825407552685885,0.006813000672692062,0.0011884418406910566
1,S06175600_20180926,,,High,High,0.007811918349037365,0.36319339089322494,0.5776877373668527,0.035936966354350265,0.015369987036534652
1,S06175645_20220809,,,High,High,0.005274997659155589,0.09827143141493606,0.8644657896100997,0.023992700960347772,0.007995080355460893
1,S06175840_20090624,,,Good,Good,0.006087905136929906,0.8298997708989354,0.07747306515983544,0.08136330378242518,0.0051759550218740385
2,S06000754_20210217,High,High,,High,,,,,
2,S06000754_20220208,High,High,,High,,,,,
2,S06000754_20230206,High,High,,High,,,,,
2,S06000755_20210223,High,High,,High,,,,,
2,S06000755_20220215,High,High,,High,,,,,
2,S06000755_20230207,High,High,,High,,,,,
2,S06002045_20160704,High,High,,High,,,,,
2,S06002046_20160704,Moderate,Moderate,,Moderate,,,,,
2,S06132600_20230830,High,High,,High,,,,,
2,S06132870_20230830,High,High,,High,,,,,
2,S06132900_20080311,High,High,,High,,,,,
2,S06132900_20090318,High,High,,High,,,,,
2,S06132900_20100316,High,High,,High,,,,,
2,S06132900_20110301,High,High,,High,,,,,
2,S06132900_20120228,High,High,,High,,,,,
2,S06132900_20130220,High,High,,High,,,,,
2,S06132900_20140210,High,High,,High,,,,,
2,S06132900_20160216,High,High,,High,,,,,
2,S06132900_20170222,High,High,,High,,,,,
2,S06132900_20180213,High,High,,High,,,,,
2,S06132900_20190212,High,High,,High,,,,,
2,S06132900_20200218,High,High,,High,,,,,
2,S06132900_20210223,High,High,,High,,,,,
2,S06132900_20220216,High,High,,High,,,,,
2,S06132950_20230830,High,High,,High,,,,,
2,S06132980_20230830,High,High,,High,,,,,
2,S06133000_20080311,High,High,,High,,,,,
2,S06133000_20090318,High,High,,High,,,,,
2,S06133000_20100316,High,High,,High,,,,,
2,S06133000_20110301,High,High,,High,,,,,
2,S06133000_20120228,High,High,,High,,,,,
2,S06133000_20130226,High,High,,High,,,,,
2,S06133000_20140213,High,High,,High,,,,,
2,S06133000_20150216,High,High,,High,,,,,
2,S06133000_20160215,High,High,,High,,,,,
2,S06133000_20180213,High,High,,High,,,,,
2,S06133000_20190213,High,High,,High,,,,,
2,S06133000_20200217,High,High,,High,,,,,
2,S06133000_20210223,High,High,,High,,,,,
2,S06133000_20220215,High,High,,High,,,,,
2,S06133000_20230207,High,High,,High,,,,,
2,S06133140_20230830,High,High,,High,,,,,
2,S06133560_20081119,High,High,,High,,,,,
2,S06133560_20090218,High,High,,High,,,,,
2,S06133560_20100218,High,High,,High,,,,,
2,S06133560_20120228,High,High,,High,,,,,
2,S06133560_20130226,High,High,,High,,,,,
2,S06133560_20230830,High,High,,High,,,,,
2,S06133730_20230830,High,High,,High,,,,,
2,S06134300_20081119,High,High,,High,,,,,
2,S06134300_20090218,High,High,,High,,,,,
2,S06134300_20100218,High,High,,High,,,,,
2,S06134300_20110209,High,High,,High,,,,,
2,S06134300_20130228,High,High,,High,,,,,
2,S06134300_20140213,High,High,,High,,,,,
2,S06135350_20120221,High,High,,High,,,,,
2,S06135350_20140210,High,High,,High,,,,,
2,S06135350_20150218,High,High,,High,,,,,
2,S06135350_20170206,High,High,,High,,,,,
2,S06135350_20180212,High,High,,High,,,,,
2,S06135350_20190213,High,High,,High,,,,,
2,S06135350_20200224,High,High,,High,,,,,
2,S06135350_20210311,High,High,,High,,,,,
2,S06135350_20230222,High,High,,High,,,,,
2,S06137006_20230830,High,High,,High,,,,,
2,S06137014_20231011,High,High,,High,,,,,
2,S06137020_20090216,High,High,,High,,,,,
2,S06137020_20100217,High,High,,High,,,,,
2,S06137020_20110202,High,High,,High,,,,,
2,S06137020_20140210,High,High,,High,,,,,
2,S06137040_20231011,High,High,,High,,,,,
2,S06137048_20160825,Good,Good,,Good,,,,,
2,S06137048_20170216,High,High,,High,,,,,
2,S06137048_20180212,High,High,,High,,,,,
2,S06137048_20190212,High,High,,High,,,,,
2,S06137048_20200224,Good,Good,,Good,,,,,
2,S06138290_20150730,High,High,,High,,,,,
2,S06138290_20210819,High,High,,High,,,,,
2,S06138290_20220831,High,High,,High,,,,,
2,S06139080_20150803,Good,Good,,Good,,,,,
2,S06139080_20220831,Good,Good,,Good,,,,,
2,S06139360_20150803,Good,Good,,Good,,,,,
2,S06139360_20210819,High,High,,High,,,,,
2,S06139360_20220831,High,High,,High,,,,,
2,S06139400_20210819,Good,Good,,Good,,,,,
2,S06139400_20221019,High,High,,High,,,,,
2,S06139405_20160215,High,High,,High,,,,,
2,S06139405_20210819,High,High,,High,,,,,
2,S06139405_20220831,Good,Good,,Good,,,,,
2,S06139500_20081015,Bad,Bad,,Bad,,,,,
2,S06139500_20110302,Poor,Poor,,Poor,,,,,
2,S06139500_20120222,Poor,Poor,,Poor,,,,,
2,S06139500_20130220,Moderate,Moderate,,Moderate,,,,,
2,S06139500_20150219,Good,Good,,Good,,,,,
2,S06139500_20170216,Moderate,Moderate,,Moderate,,,,,
2,S06139500_20180213,Good,Good,,Good,,,,,
2,S06139500_20190214,Good,Good,,Good,,,,,
2,S06139500_20200218,Good,Good,,Good,,,,,
2,S06139500_20210318,Good,Good,,Good,,,,,
2,S06139500_20220228,Moderate,Moderate,,Moderate,,,,,
2,S06139500_20230209,Good,Good,,Good,,,,,
2,S06139700_20210819,Good,Good,,Good,,,,,
2,S06139700_20220831,Moderate,Moderate,,Moderate,,,,,
2,S06140010_20080305,High,High,,High,,,,,
2,S06140010_20090319,High,High,,High,,,,,
2,S06140010_20100324,High,High,,High,,,,,
2,S06140010_20110309,High,High,,High,,,,,
2,S06140010_20120222,High,High,,High,,,,,
2,S06140010_20130213,High,High,,High,,,,,
2,S06140010_20140924,High,High,,High,,,,,
2,S06140010_20150218,High,High,,High,,,,,
2,S06140010_20160216,High,High,,High,,,,,
2,S06140010_20170209,High,High,,High,,,,,
2,S06140010_20180213,High,High,,High,,,,,
2,S06140010_20190212,High,High,,High,,,,,
2,S06140010_20200225,High,High,,High,,,,,
2,S06140010_20210318,High,High,,High,,,,,
2,S06140010_20220209,High,High,,High,,,,,
2,S06140010_20230208,High,High,,High,,,,,
2,S06141520_20080305,High,High,,High,,,,,
2,S06141520_20090319,High,High,,High,,,,,
2,S06141520_20100324,High,High,,High,,,,,
2,S06141520_20110309,High,High,,High,,,,,
2,S06141520_20130213,High,High,,High,,,,,
2,S06141520_20140924,High,High,,High,,,,,
2,S06141520_20150218,High,High,,High,,,,,
2,S06141520_20160223,High,High,,High,,,,,
2,S06141520_20170222,High,High,,High,,,,,
2,S06141520_20180228,High,High,,High,,,,,
2,S06141520_20190228,High,High,,High,,,,,
2,S06141520_20200213,High,High,,High,,,,,
2,S06141520_20210216,High,High,,High,,,,,
2,S06141520_20220209,High,High,,High,,,,,
2,S06141520_20230208,High,High,,High,,,,,
2,S06142620_20130221,High,High,,High,,,,,
2,S06142620_20140825,High,High,,High,,,,,
2,S06142620_20150216,High,High,,High,,,,,
2,S06142620_20160309,High,High,,High,,,,,
2,S06142620_20170207,High,High,,High,,,,,
2,S06142620_20180307,High,High,,High,,,,,
2,S06142620_20190220,High,High,,High,,,,,
2,S06142620_20200217,High,High,,High,,,,,
2,S06142620_20210215,High,High,,High,,,,,
2,S06142620_20220208,High,High,,High,,,,,
2,S06150795_20080825,High,High,,High,,,,,
2,S06150795_20090727,High,High,,High,,,,,
2,S06150795_20110726,High,High,,High,,,,,
2,S06150795_20120216,High,High,,High,,,,,
2,S06150795_20150217,High,High,,High,,,,,
2,S06150795_20170213,High,High,,High,,,,,
2,S06150795_20180208,High,High,,High,,,,,
2,S06150795_20190206,High,High,,High,,,,,
2,S06150795_20200219,High,High,,High,,,,,
2,S06150795_20210217,High,High,,High,,,,,
2,S06150795_20220224,High,High,,High,,,,,
2,S06150795_20230213,High,High,,High,,,,,
2,S06150900_20180222,High,High,,High,,,,,
2,S06150900_20210223,High,High,,High,,,,,
2,S06151000_20080825,High,High,,High,,,,,
2,S06151000_20090727,High,High,,High,,,,,
2,S06151000_20120215,High,High,,High,,,,,
2,S06151000_20130314,High,High,,High,,,,,
2,S06151000_20140212,High,High,,High,,,,,
2,S06151000_20150218,High,High,,High,,,,,
2,S06151000_20170214,High,High,,High,,,,,
2,S06151000_20180207,High,High,,High,,,,,
2,S06151000_20190207,High,High,,High,,,,,
2,S06151000_20200219,High,High,,High,,,,,
2,S06151000_20210217,High,High,,High,,,,,
2,S06151000_20220224,High,High,,High,,,,,
2,S06151000_20230214,High,High,,High,,,,,
2,S06151050_20200225,High,High,,High,,,,,
2,S06151050_20210216,High,High,,High,,,,,
2,S06152400_20120215,High,High,,High,,,,,
2,S06152400_20130313,High,High,,High,,,,,
2,S06152400_20140211,High,High,,High,,,,,
2,S06152400_20150218,High,High,,High,,,,,
2,S06152400_20160204,High,High,,High,,,,,
2,S06152400_20170215,High,High,,High,,,,,
2,S06152400_20180131,High,High,,High,,,,,
2,S06152400_20200304,High,High,,High,,,,,
2,S06152400_20210216,High,High,,High,,,,,
2,S06152400_20220210,High,High,,High,,,,,
2,S06154250_20080304,High,High,,High,,,,,
2,S06154250_20100323,High,High,,High,,,,,
2,S06154250_20120702,High,High,,High,,,,,
2,S06154250_20130904,High,High,,High,,,,,
2,S06154250_20140825,High,High,,High,,,,,
2,S06154250_20150216,High,High,,High,,,,,
2,S06154250_20160216,High,High,,High,,,,,
2,S06154250_20170208,High,High,,High,,,,,
2,S06154250_20180228,High,High,,High,,,,,
2,S06154250_20190212,High,High,,High,,,,,
2,S06154250_20200217,High,High,,High,,,,,
2,S06154250_20210215,High,High,,High,,,,,
2,S06154250_20220208,High,High,,High,,,,,
2,S06159930_20080826,High,High,,High,,,,,
2,S06159930_20090728,High,High,,High,,,,,
2,S06159930_20100722,High,High,,High,,,,,
2,S06159930_20110721,High,High,,High,,,,,
2,S06159930_20120213,High,High,,High,,,,,
2,S06159930_20130311,High,High,,High,,,,,
2,S06159930_20140219,High,High,,High,,,,,
2,S06159930_20150219,High,High,,High,,,,,
2,S06159930_20160629,High,High,,High,,,,,
2,S06159930_20170131,High,High,,High,,,,,
2,S06159930_20180208,High,High,,High,,,,,
2,S06159930_20190220,High,High,,High,,,,,
2,S06159930_20210222,High,High,,High,,,,,
2,S06210500_20210824,High,High,,High,,,,,
2,S06210640_20170918,Good,Good,,Good,,,,,
2,S06210640_20180919,Good,Good,,Good,,,,,
2,S06210730_20210906,High,High,,High,,,,,
2,S06210740_20210906,High,High,,High,,,,,
2,S06210820_20210824,Good,Good,,Good,,,,,
2,S06211620_20210902,High,High,,High,,,,,
2,S06211700_20080722,High,High,,High,,,,,
2,S06211700_20100826,Good,Good,,Good,,,,,
2,S06211700_20110722,High,High,,High,,,,,
2,S06211700_20120606,High,High,,High,,,,,
2,S06211700_20131022,High,High,,High,,,,,
2,S06211700_20140902,High,High,,High,,,,,
2,S06211700_20160628,High,High,,High,,,,,
2,S06211700_20170705,High,High,,High,,,,,
2,S06211700_20180828,High,High,,High,,,,,
2,S06211700_20190821,High,High,,High,,,,,
2,S06211700_20200805,High,High,,High,,,,,
2,S06211790_20210902,Moderate,Moderate,,Moderate,,,,,
2,S06300010_20080724,High,High,,High,,,,,
2,S06300010_20100825,High,High,,High,,,,,
2,S06300010_20110722,High,High,,High,,,,,
2,S06300010_20120606,High,High,,High,,,,,
2,S06300010_20131021,High,High,,High,,,,,
2,S06300010_20140902,High,High,,High,,,,,
2,S06300010_20150310,High,High,,High,,,,,
2,S06300010_20160628,High,High,,High,,,,,
2,S06300010_20170705,High,High,,High,,,,,
2,S06300010_20190709,High,High,,High,,,,,
2,S06300010_20200804,High,High,,High,,,,,
2,S06300010_20210630,High,High,,High,,,,,
2,S06580713_20081015,High,High,,High,,,,,
2,S06580713_20090319,High,High,,High,,,,,
2,S06580713_20100317,High,High,,High,,,,,
2,S06580713_20110302,High,High,,High,,,,,
2,S06580713_20120223,High,High,,High,,,,,
2,S06580713_20130220,High,High,,High,,,,,
2,S06580713_20140924,High,High,,High,,,,,
2,S06580713_20150225,High,High,,High,,,,,
2,S06580713_20160223,High,High,,High,,,,,
2,S06580713_20170208,High,High,,High,,,,,
2,S06580713_20181023,High,High,,High,,,,,
2,S06580713_20190213,High,High,,High,,,,,
2,S06580713_20200225,High,High,,High,,,,,
2,S06580713_20210224,High,High,,High,,,,,
2,S06592020_20130220,High,High,,High,,,,,
2,S06592020_20140224,High,High,,High,,,,,
2,S06592020_20150218,High,High,,High,,,,,
2,S06592020_20160216,High,High,,High,,,,,
2,S06592020_20160830,High,High,,High,,,,,
2,S06592020_20170208,High,High,,High,,,,,
2,S06592020_20180213,High,High,,High,,,,,
2,S06592020_20190212,High,High,,High,,,,,
2,S06592020_20200225,High,High,,High,,,,,
2,S06592020_20210224,High,High,,High,,,,,
2,S06592020_20220228,High,High,,High,,,,,
2,S06700040_20210831,High,High,,High,,,,,
2,S06700070_20080722,High,High,,High,,,,,
2,S06700070_20100826,High,High,,High,,,,,
2,S06700070_20110722,High,High,,High,,,,,
2,S06700070_20120611,High,High,,High,,,,,
2,S06700070_20130814,High,High,,High,,,,,
2,S06700070_20140624,High,High,,High,,,,,
2,S06700070_20150708,High,High,,High,,,,,
2,S06700070_20170629,High,High,,High,,,,,
2,S06700070_20190821,Moderate,Moderate,,Moderate,,,,,
2,S06700070_20200803,High,High,,High,,,,,
2,S06700070_20210629,Good,Good,,Good,,,,,
2,S06700075_20080722,High,High,,High,,,,,
2,S06700075_20090616,High,High,,High,,,,,
2,S06700075_20100826,High,High,,High,,,,,
2,S06700075_20110722,High,High,,High,,,,,
2,S06700075_20130814,High,High,,High,,,,,
2,S06700075_20140624,High,High,,High,,,,,
2,S06700075_20150708,High,High,,High,,,,,
2,S06700075_20160622,High,High,,High,,,,,
2,S06700075_20170425,High,High,,High,,,,,
2,S06700075_20180725,High,High,,High,,,,,
2,S06700075_20190709,High,High,,High,,,,,
2,S06700075_20200623,High,High,,High,,,,,
2,S06700075_20210629,High,High,,High,,,,,
2,S06700075_20220705,High,High,,High,,,,,
2,S06700092_20210830,High,High,,High,,,,,
2,S06710003_20210823,High,High,,High,,,,,
2,S06820089_20080825,High,High,,High,,,,,
2,S06820089_20090727,High,High,,High,,,,,
2,S06820089_20100823,High,High,,High,,,,,
2,S06820089_20110729,High,High,,High,,,,,
2,S06820089_20130315,High,High,,High,,,,,
2,S06820089_20140213,High,High,,High,,,,,
2,S06820089_20150216,High,High,,High,,,,,
2,S06820089_20160803,High,High,,High,,,,,
2,S06820089_20170213,High,High,,High,,,,,
2,S06820089_20180208,High,High,,High,,,,,
2,S06820089_20190222,High,High,,High,,,,,
2,S06820089_20200220,High,High,,High,,,,,
2,S06820089_20210218,High,High,,High,,,,,
2,S06820089_20220208,High,High,,High,,,,,
2,S06820089_20230213,High,High,,High,,,,,
2,S06132900_20150216,,,High,High,3.8815903243052754e-05,4.18589525302173e-05,0.9998536334445691,2.9222147278683057e-05,3.646955237894258e-05
2,S06133000_20170222,,,High,High,3.058286762206338e-05,3.0346953773401756e-05,0.9998650120312007,4.2357256049627506e-05,3.170089135421481e-05
2,S06133560_20110209,,,High,High,0.0001040987247577242,9.141043712045933e-05,0.9995223135990866,0.00017244422378712143,0.00010973301524807548
2,S06133560_20140210,,,High,High,6.311017739813483e-05,7.971325733032346e-05,0.9997358612789612,5.9049192729303935e-05,6.226609358109859e-05
2,S06134300_20120228,,,High,High,9.721739203832621e-05,0.00017622102405366532,0.9994924533003199,0.0001395639475342941,9.45443360538718e-05
2,S06135350_20130307,,,High,High,0.0003698758981695694,0.000738404871162074,0.9978235245320337,0.0006766549292588671,0.0003915397693758315
2,S06135350_20160822,,,High,High,0.0004952172151966906,0.0011439053307788463,0.9973757237390288,0.0005087535231172556,0.00047640019187841044
2,S06135350_20220207,,,High,High,4.018550386041181e-05,3.5912937784345476e-05,0.9998524361555609,3.3127330087722126e-05,3.833807270666809e-05
2,S06137020_20120221,,,High,High,0.00013152935575015245,0.0005227364890361222,0.9990740377901515,0.0001354786293474003,0.00013621773571486072
2,S06139080_20210819,,,Good,Good,0.00292887083648328,0.957201813655785,0.030337413012198274,0.006515315504835271,0.0030165869906981406
2,S06139400_20150803,,,Good,Good,0.0005999342861258919,0.9322747493796054,0.06567842866758043,0.0009767783865700253,0.0004701092801182548
2,S06139405_20150803,,,High,High,0.01577109676322365,0.36830515115332507,0.5641976067186975,0.03629758997994351,0.015428555384810288
2,S06139500_20090319,,,Moderate,Moderate,0.014863335679747808,0.369301293103317,0.020383812695948352,0.5745417534559586,0.020909805065028236
2,S06139500_20100317,,,Moderate,Moderate,0.06100581145652594,0.1616113614855927,0.22146095087981651,0.45345651596646924,0.1024653602115956
2,S06139500_20160817,,,Good,Good,0.0006081522275670606,0.9960740531590488,0.0014264951068978294,0.001127115769144641,0.0007641837373416324
2,S06139700_20150803,,,Good,Good,0.007113183066292311,0.7706199449849769,0.02916549393555486,0.1876672247634386,0.005434153249737293
2,S06140010_20160830,,,High,High,3.631343945337302e-05,3.489435847535181e-05,0.9998723499782078,2.5091864370675734e-05,3.135035949281004e-05
2,S06150795_20130314,,,High,High,4.879375828960306e-05,4.48540090962323e-05,0.9997814409919575,6.167709285486311e-05,6.323414780177911e-05
2,S06150795_20140212,,,High,High,6.558895389557311e-05,6.696165063880586e-05,0.999335130444871,0.0004590895061775763,7.322944441706372e-05
2,S06150795_20160801,,,High,High,3.325990639216085e-05,3.309944969092315e-05,0.9998686810402672,3.0547796694704665e-05,3.44118069550388e-05
2,S06151000_20100823,,,High,High,5.277964566769755e-05,9.093252052036732e-05,0.9997466572038471,5.4549493318219386e-05,5.508113664658719e-05
2,S06151000_20110726,,,High,High,4.1570275231798314e-05,4.251329029066766e-05,0.9998398043100639,3.0609204920353836e-05,4.5502919493267956e-05
2,S06152400_20190207,,,High,High,7.117544237771167e-05,9.127044264039992e-05,0.9996947540417387,6.982973955951946e-05,7.297033368364079e-05
2,S06154250_20090324,,,High,High,8.335358636641839e-05,0.0001524648935565927,0.9995947199536311,8.500164165146027e-05,8.445992479442175e-05
2,S06154250_20110309,,,High,High,2.91106085505663e-05,2.37095887159415e-05,0.9998841470948174,2.509969864266246e-05,3.793300927345208e-05
2,S06154250_20230207,,,High,High,4.2063351802558195e-05,5.11552494883348e-05,0.9998191415065186,4.3837477513747504e-05,4.380241467672633e-05
2,S06159930_20200218,,,High,High,4.1448542236838404e-05,5.349485000286826e-05,0.9998083303440433,5.5962017989983896e-05,4.076424572705402e-05
2,S06159930_20220221,,,High,High,4.7380185544745086e-05,5.0620838916457244e-05,0.9998173296629869,4.383668498383605e-05,4.083262756807875e-05
2,S06159930_20230214,,,High,High,3.5370926356939143e-05,3.518497834227712e-05,0.999864718401008,3.141185945740103e-05,3.331383483535705e-05
2,S06210640_20210906,,,Good,Good,0.010456955621611036,0.4739050101410687,0.16336853224038683,0.3430375037384917,0.009231998258441749
2,S06211700_20090721,,,High,High,0.0014220620581664675,0.04079306520015013,0.9549191049214312,0.0013926809262558028,0.0014730868939964563
2,S06300010_20090825,,,High,High,0.0005443447306462086,0.023908864686458028,0.9741496868650122,0.0007266153707686697,0.000670488347114836
2,S06300010_20180828,,,High,High,4.920617159805395e-05,0.00022510435344402034,0.9996065096541767,7.599797813699947e-05,4.318184264414067e-05
2,S06300010_20220705,,,High,High,5.7167092309854656e-05,9.150962246383705e-05,0.9997569715173431,4.422302209647174e-05,5.012874578671397e-05
2,S06580713_20220608,,,High,High,6.41496039014393e-05,0.00014842820372243753,0.9996505266476017,6.019675419968664e-05,7.669879057477317e-05
2,S06592020_20120222,,,High,High,4.496848944532948e-05,3.686308042618757e-05,0.9997812504756931,8.900517615883835e-05,4.791277827654563e-05
2,S06700007_20210831,,,High,High,0.0003127505658541721,0.001142523327189016,0.9974074604447601,0.0008691485545179507,0.00026811710767868965
2,S06700070_20090825,,,High,High,9.827968452877718e-05,0.0002759099091218856,0.9994187799237104,0.0001102124578498833,9.68180247890022e-05
2,S06700070_20160620,,,High,High,4.3574302676483927e-05,4.4599554235870934e-05,0.999830494094741,3.784778928448905e-05,4.3484259062155624e-05
2,S06700075_20120611,,,High,High,7.298484307189439e-05,8.99170085596927e-05,0.999652192250143,8.926739648276837e-05,9.563850174266248e-05
2,S06700094_20210830,,,High,High,0.001687476726407799,0.020763536062924897,0.9657156937370496,0.010313101614694632,0.0015201918589230856
2,S06700590_20210830,,,Moderate,Moderate,0.021204707466328934,0.12301205786012437,0.35281293575537964,0.4829992027766557,0.01997109614151136
2,S06710014_20210823,,,High,High,0.00037378319745897304,0.0014184687609850742,0.9955008526027728,0.0024050832484571226,0.00030181219032601205
2,S06820089_20120217,,,High,High,4.18417826029247e-05,4.906372390004034e-05,0.9998305386960781,3.462486535481454e-05,4.39309320641362e-05
