IBD_pred,SamplingOperations_code
15.679472861046458,S02115725_20180719
14.594708931144945,S02115750_20160901
15.50780535532322,S02115762_20100906
16.337672622835687,S02115762_20160901
14.602423450208658,S02115775_20080730
13.660759435076173,S02115775_20130708
15.605486216900882,S02115800_20070731
16.610765445973016,S02115820_20160901
14.760720580109815,S02116000_20100804
14.870009004664196,S02116000_20210813
19.08623851514953,S02116500_20080731
16.855134777583103,S02116570_20160830
18.16510800385509,S02116570_20190806
15.624034895913772,S02116600_20090804
14.347216161515304,S02117000_20090804
15.07228820325369,S02117000_20160831
15.210081195459525,S02117350_20080731
15.572686110655166,S02117575_20110801
14.414787582548936,S02117575_20170821
15.286891656246077,S02118000_20140916
14.986609114249497,S02118300_20150818
15.892941295976042,S02118300_20200722
10.7548174315097,S02118750_20110803
14.973613556351715,S02118750_20160830
15.16078350880627,S02118750_20190813
14.871945923883732,S02119000_20120725
13.140497643262043,S02120000_20090805
14.376313946024489,S02120000_20120725
13.527345640779785,S02120000_20180824
12.131878604770357,S02120400_20160830
9.658530500891029,S02121050_20090805
19.71663900891057,S02122200_20160830
19.515498134905947,S02122200_20180821
14.324347680720864,S02123000_20080730
15.619734106839838,S02123000_20110803
13.92045421701707,S02123000_20140930
15.937707770201115,S02123300_20170822
9.039807928065812,S02123300_20180821
15.358059072273143,S02123300_20190812
17.18594306815177,S02123500_20190812
11.535874443865008,S02123500_20210810
12.897861234697421,S02124000_20070801
15.49930732468872,S02124000_20110803
14.254989830956664,S02124000_20210810
19.962550492210465,S03000033_20170627
19.966737802185122,S03000100_20140812
17.026113497871588,S03000456_20160928
20.324641085451336,S03000890_20170627
20.07630680365194,S03001000_20100610
20.05466876266805,S03001000_20120628
17.66110706724007,S03001000_20170719
19.903117617318067,S03001000_20220505
20.02926186038142,S03002100_20100610
18.86108053048724,S03002100_20120628
19.616748115135195,S03002100_20130725
20.191708981919422,S03002100_20150810
20.104250916206517,S03002100_20180710
15.942986395459958,S03002310_20130722
16.301152981136013,S03002900_20110914
19.624741500274354,S03003790_20140708
18.992798771474302,S03003790_20210603
15.373071477698408,S03004232_20210601
16.053799123268575,S03004280_20100728
17.75986170030362,S03004280_20150622
15.428950824765888,S03004280_20200903
14.013586281690012,S03004985_20210602
15.180956410999366,S03005200_20100726
15.527030601439327,S03005200_20210907
18.202053952021245,S03005284_20210527
15.060210761620631,S03006000_20190917
20.07854014956572,S03006268_20100610
20.03006759206668,S03006268_20120628
19.400023406867724,S03006271_20100610
19.442210531817295,S03006271_20120628
18.333143175604558,S03006271_20170627
19.319903044671552,S03006271_20180710
19.76523355691601,S03006272_20130819
19.659798156620635,S03006272_20140915
20.116598375792083,S03006354_20150702
19.556085065531313,S03006354_20170627
19.897182402412795,S03006590_20100610
19.929711967941888,S03006590_20120628
20.26039462394371,S03007023_20150623
15.906596163079799,S03007383_20140723
15.935719343743754,S03008267_20160909
15.448759414122238,S03008483_20120725
13.506751428204508,S03008505_20100728
15.509322219626387,S03008505_20150623
15.35039797445028,S03008505_20210602
18.020646685686128,S03008671_20180912
14.692111715089275,S03008950_20210603
18.08363518581161,S03009000_20110928
18.543652706375358,S03011080_20190603
14.032637845528358,S03011175_20160908
15.47570806612972,S03011300_20100727
15.241965895219279,S03011300_20190805
16.65366488676633,S03011740_20200525
15.456881089484074,S03011840_20200604
15.658895497704494,S03012100_20110816
16.149205602661613,S03012100_20120614
15.407005542863375,S03012100_20130822
15.956000735364816,S03012100_20200831
16.465950613196906,S03012310_20130619
16.458362224247168,S03012310_20140623
17.641134960056107,S03012450_20130822
15.624323196785124,S03013300_20110718
15.921105717632955,S03013660_20200921
14.803150608402147,S03013660_20210706
15.222317247413695,S03013677_20180717
15.81561725217632,S03013740_20160707
15.448428495454605,S03013740_20210525
14.666121888270755,S03013930_20130617
